STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,DATA_ITEM,Data Item,SECTOR,Sector,TSEST,Adjustment Type,REGION,Region,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,UNIT_MEASURE,Unit of Measure,UNIT_MULT,Unit of Multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2012-Q4,,7527,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2012-Q3,,4267,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2012-Q2,,3249,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2012-Q1,,3224,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2011-Q4,,5448,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2011-Q3,,3255,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2011-Q2,,3590,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2011-Q1,,3811,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2010-Q4,,3735,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2010-Q3,,4337,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2010-Q2,,4021,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2010-Q1,,3522,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2009-Q4,,4017,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2009-Q3,,3083,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2026-Q1,,9716,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2025-Q4,,9757,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2025-Q3,,9465,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2025-Q2,,9055,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2025-Q1,,9517,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2024-Q4,,9601,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2024-Q3,,9398,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2024-Q2,,9011,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2024-Q1,,8926,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2023-Q4,,9045,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2023-Q3,,9395,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2023-Q2,,8894,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2023-Q1,,8419,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2022-Q4,,8045,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2022-Q3,,8167,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2022-Q2,,7961,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2022-Q1,,7810,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2021-Q4,,7604,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2021-Q3,,7146,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2021-Q2,,6761,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2021-Q1,,6865,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2020-Q4,,6625,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2020-Q3,,6376,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2020-Q2,,6154,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2020-Q1,,6330,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2019-Q4,,6150,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,GSS,Public,20,Seasonally Adjusted,2,Victoria,Q,Quarterly,2019-Q3,,6189,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2019-Q1,,16881,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2004-Q4,,10436,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2004-Q3,,10270,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2004-Q2,,10024,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2004-Q1,,9396,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2003-Q4,,9853,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2003-Q3,,8692,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2003-Q2,,8555,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2003-Q1,,8654,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2009-Q2,,14553,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2009-Q1,,15102,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2008-Q4,,16313,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2008-Q3,,16306,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2008-Q2,,16175,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2008-Q1,,15618,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2007-Q4,,14774,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2007-Q3,,14445,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2007-Q2,,14541,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2007-Q1,,14276,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2006-Q4,,13034,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2006-Q3,,12927,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2006-Q2,,12412,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2006-Q1,,12364,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2005-Q4,,11775,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2005-Q3,,11296,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2005-Q2,,10771,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2005-Q1,,10241,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2018-Q4,,16800,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2018-Q3,,16993,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2018-Q2,,17885,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2018-Q1,,17335,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2017-Q4,,17288,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2017-Q3,,17177,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2017-Q2,,16847,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2017-Q1,,16034,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2016-Q4,,16227,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2016-Q3,,15920,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2016-Q2,,15715,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2016-Q1,,15459,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2015-Q4,,15636,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2015-Q3,,16215,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2015-Q2,,16491,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2015-Q1,,17755,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2014-Q4,,18398,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2014-Q3,,18741,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2014-Q2,,20713,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2014-Q1,,20607,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2013-Q4,,20989,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2013-Q3,,21367,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2013-Q2,,21098,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2013-Q1,,20818,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2012-Q4,,20350,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2012-Q3,,19988,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2012-Q2,,20420,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2012-Q1,,19593,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2011-Q4,,19416,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2011-Q3,,18927,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2011-Q2,,17207,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2011-Q1,,15199,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2010-Q4,,13808,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2010-Q3,,13901,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,GFC,Gross fixed capital formation,PSS,Private,20,Seasonally Adjusted,3,Queensland,Q,Quarterly,2010-Q2,,13925,,NA,Not Applicable,0,Units,,,,
